Module,Part,Question,comment,Program,Qn,section,module,C_N,Score,Description
One,Technical Leadership,"Q2. Does the leadership need assistance in setting up prevention, care and treatment services?","ROM: ""Leaders participate in CME offered by CDC and MOH; they also do training such as effective supervision. Have they done a training needs assessment to identify staff training gaps for technical people? No – they mostly do program related training. Most of their training focus on operations and finance.""",ROM,2,3,1,1_3_2,4,Experienced but in need of specific assistance
One,Technical Leadership,"Q2. Does the leadership need assistance in setting up prevention, care and treatment services?","ROM: ""Leaders participate in CME offered by CDC and MOH; they also do training such as effective supervision. Have they done a training needs assessment to identify staff training gaps for technical people? No – they mostly do program related training. Most of their training focus on operations and finance.""",UCMB,2,3,1,1_3_2,5,Experienced and in no need of assistance
One,Technical Leadership,"Q2. Does the leadership need assistance in setting up prevention, care and treatment services?","ROM: ""Leaders participate in CME offered by CDC and MOH; they also do training such as effective supervision. Have they done a training needs assessment to identify staff training gaps for technical people? No – they mostly do program related training. Most of their training focus on operations and finance.""",UPMB,2,3,1,1_3_2,5,Experienced and in no need of assistance
One,Technical Leadership,"Q2. Does the leadership need assistance in setting up prevention, care and treatment services?","ROM: ""Leaders participate in CME offered by CDC and MOH; they also do training such as effective supervision. Have they done a training needs assessment to identify staff training gaps for technical people? No – they mostly do program related training. Most of their training focus on operations and finance.""",UMMB,2,3,1,1_3_2,2,Limited experience and in need of assistance
One,Technical Leadership,"Q2. Does the leadership need assistance in setting up prevention, care and treatment services?","ROM: ""Leaders participate in CME offered by CDC and MOH; they also do training such as effective supervision. Have they done a training needs assessment to identify staff training gaps for technical people? No – they mostly do program related training. Most of their training focus on operations and finance.""",AIC,2,3,1,1_3_2,5,Experienced and in no need of assistance
One,Technical Leadership,Q3. Is the leadership engaged in capacity building for care and treatment programs?,,ROM,3,3,1,1_3_3,4,The leadership often engages in capacity building
One,Technical Leadership,Q3. Is the leadership engaged in capacity building for care and treatment programs?,,UCMB,3,3,1,1_3_3,5,The leadership always engages in capacity building
One,Technical Leadership,Q3. Is the leadership engaged in capacity building for care and treatment programs?,,UPMB,3,3,1,1_3_3,5,The leadership always engages in capacity building
One,Technical Leadership,Q3. Is the leadership engaged in capacity building for care and treatment programs?,,UMMB,3,3,1,1_3_3,2,The leadership has limited engagement in capacity building
One,Technical Leadership,Q3. Is the leadership engaged in capacity building for care and treatment programs?,,AIC,3,3,1,1_3_3,3,The leadership has some engagement in capacity building
One,Technical Leadership,Q4. Does the leader(ship) sit on national/local care and treatment services coordinating bodies and/or TWGs?,"ROM: ""Yes eg grandmothers consortium, and other relevant working group.""
UPMB: ""They don’t have enough people to sit on all the TWGs - this is an area for improvement for them. They have heavy demands so they now join meetings via zoom.""
AIC: ""Yes they sit at different levels, and the ED joins national discussions.""
UMMB: ""The midwife sits on the HTS TWG, and Dr Juma sits on the CQI TWG. Kivumbi sits on the research and data working groups.""",ROM,4,3,1,1_3_4,5,The leadership serves on several specific TWGs
One,Technical Leadership,Q4. Does the leader(ship) sit on national/local care and treatment services coordinating bodies and/or TWGs?,"ROM: ""Yes eg grandmothers consortium, and other relevant working group.""
UPMB: ""They don’t have enough people to sit on all the TWGs - this is an area for improvement for them. They have heavy demands so they now join meetings via zoom.""
AIC: ""Yes they sit at different levels, and the ED joins national discussions.""
UMMB: ""The midwife sits on the HTS TWG, and Dr Juma sits on the CQI TWG. Kivumbi sits on the research and data working groups.""",UCMB,4,3,1,1_3_4,4,The leadership serves on more than one TWG
One,Technical Leadership,Q4. Does the leader(ship) sit on national/local care and treatment services coordinating bodies and/or TWGs?,"ROM: ""Yes eg grandmothers consortium, and other relevant working group.""
UPMB: ""They don’t have enough people to sit on all the TWGs - this is an area for improvement for them. They have heavy demands so they now join meetings via zoom.""
AIC: ""Yes they sit at different levels, and the ED joins national discussions.""
UMMB: ""The midwife sits on the HTS TWG, and Dr Juma sits on the CQI TWG. Kivumbi sits on the research and data working groups.""",UPMB,4,3,1,1_3_4,5,The leadership serves on several specific TWGs
One,Technical Leadership,Q4. Does the leader(ship) sit on national/local care and treatment services coordinating bodies and/or TWGs?,"ROM: ""Yes eg grandmothers consortium, and other relevant working group.""
UPMB: ""They don’t have enough people to sit on all the TWGs - this is an area for improvement for them. They have heavy demands so they now join meetings via zoom.""
AIC: ""Yes they sit at different levels, and the ED joins national discussions.""
UMMB: ""The midwife sits on the HTS TWG, and Dr Juma sits on the CQI TWG. Kivumbi sits on the research and data working groups.""",UMMB,4,3,1,1_3_4,3,The leadership serves on one TWG
One,Technical Leadership,Q4. Does the leader(ship) sit on national/local care and treatment services coordinating bodies and/or TWGs?,"ROM: ""Yes eg grandmothers consortium, and other relevant working group.""
UPMB: ""They don’t have enough people to sit on all the TWGs - this is an area for improvement for them. They have heavy demands so they now join meetings via zoom.""
AIC: ""Yes they sit at different levels, and the ED joins national discussions.""
UMMB: ""The midwife sits on the HTS TWG, and Dr Juma sits on the CQI TWG. Kivumbi sits on the research and data working groups.""",AIC,4,3,1,1_3_4,5,The leadership serves on several specific TWGs
One,Technical Leadership,Q5. Is the identified leader(ship) used as a resource by other care and treatment programs?,"ROM: ""Their EMR was taken up by the MOH; Their experts also support some national guidelines. ROM and METZ are leading the paperless environment – too many tools which are paper based -so they are streamlining; The team that is supporting MAT provides national TA.""
AIC: ""Yes, a team from here went to South Africa to share their examples, and also are going to Nairobi to present best practices. Some of their leaders also present at parliament.""",ROM,5,3,1,1_3_5,4,Leadership often used as a resource
One,Technical Leadership,Q5. Is the identified leader(ship) used as a resource by other care and treatment programs?,"ROM: ""Their EMR was taken up by the MOH; Their experts also support some national guidelines. ROM and METZ are leading the paperless environment – too many tools which are paper based -so they are streamlining; The team that is supporting MAT provides national TA.""
AIC: ""Yes, a team from here went to South Africa to share their examples, and also are going to Nairobi to present best practices. Some of their leaders also present at parliament.""",UCMB,5,3,1,1_3_5,3,Leadership sometimes used as a resource
One,Technical Leadership,Q5. Is the identified leader(ship) used as a resource by other care and treatment programs?,"ROM: ""Their EMR was taken up by the MOH; Their experts also support some national guidelines. ROM and METZ are leading the paperless environment – too many tools which are paper based -so they are streamlining; The team that is supporting MAT provides national TA.""
AIC: ""Yes, a team from here went to South Africa to share their examples, and also are going to Nairobi to present best practices. Some of their leaders also present at parliament.""",UPMB,5,3,1,1_3_5,5,Leadership always used as a resource
One,Technical Leadership,Q5. Is the identified leader(ship) used as a resource by other care and treatment programs?,"ROM: ""Their EMR was taken up by the MOH; Their experts also support some national guidelines. ROM and METZ are leading the paperless environment – too many tools which are paper based -so they are streamlining; The team that is supporting MAT provides national TA.""
AIC: ""Yes, a team from here went to South Africa to share their examples, and also are going to Nairobi to present best practices. Some of their leaders also present at parliament.""",UMMB,5,3,1,1_3_5,3,Leadership sometimes used as a resource
One,Technical Leadership,Q5. Is the identified leader(ship) used as a resource by other care and treatment programs?,"ROM: ""Their EMR was taken up by the MOH; Their experts also support some national guidelines. ROM and METZ are leading the paperless environment – too many tools which are paper based -so they are streamlining; The team that is supporting MAT provides national TA.""
AIC: ""Yes, a team from here went to South Africa to share their examples, and also are going to Nairobi to present best practices. Some of their leaders also present at parliament.""",AIC,5,3,1,1_3_5,4,Leadership often used as a resource
Two,Program Planning,"Q1. The organization has specific and standardized program management structures, processes and tools that are documented","ROM: ""Have a project management manual, minimal quality standards for different areas for program and quality and they are documented.""
UCMB: ""As UEC, they have an organogram, and then project specific organograms with hierarchies. They have 8 manuals in total (procurement, fraud, HR, grants etc). Also have finance tools with levels of authority and all staff have copies. They have some tools or processes that are more specific to programs but those are aligned mostly with the program terms.""
UPMB: ""Yes; Each project has an organogram linked to the institutional organogram. Program Mg at top, then advisors, then specialists, then officers, etc. PM reports to director of programs but also to executive director because he is the PI. They have annual work plans, budgets, M&E framework.""",ROM,1,1,2,2_1_1,4,Documented and comprehensive 
Two,Program Planning,"Q1. The organization has specific and standardized program management structures, processes and tools that are documented","ROM: ""Have a project management manual, minimal quality standards for different areas for program and quality and they are documented.""
UCMB: ""As UEC, they have an organogram, and then project specific organograms with hierarchies. They have 8 manuals in total (procurement, fraud, HR, grants etc). Also have finance tools with levels of authority and all staff have copies. They have some tools or processes that are more specific to programs but those are aligned mostly with the program terms.""
UPMB: ""Yes; Each project has an organogram linked to the institutional organogram. Program Mg at top, then advisors, then specialists, then officers, etc. PM reports to director of programs but also to executive director because he is the PI. They have annual work plans, budgets, M&E framework.""",UCMB,1,1,2,2_1_1,3,"Formal and documented program management structures, process or tools but not comprehensive"
Two,Program Planning,"Q1. The organization has specific and standardized program management structures, processes and tools that are documented","ROM: ""Have a project management manual, minimal quality standards for different areas for program and quality and they are documented.""
UCMB: ""As UEC, they have an organogram, and then project specific organograms with hierarchies. They have 8 manuals in total (procurement, fraud, HR, grants etc). Also have finance tools with levels of authority and all staff have copies. They have some tools or processes that are more specific to programs but those are aligned mostly with the program terms.""
UPMB: ""Yes; Each project has an organogram linked to the institutional organogram. Program Mg at top, then advisors, then specialists, then officers, etc. PM reports to director of programs but also to executive director because he is the PI. They have annual work plans, budgets, M&E framework.""",UPMB,1,1,2,2_1_1,5,"Documented, comprehensive and consistently used for program & systems improvement (strengthening and CQI)"
Two,Program Planning,"Q1. The organization has specific and standardized program management structures, processes and tools that are documented","ROM: ""Have a project management manual, minimal quality standards for different areas for program and quality and they are documented.""
UCMB: ""As UEC, they have an organogram, and then project specific organograms with hierarchies. They have 8 manuals in total (procurement, fraud, HR, grants etc). Also have finance tools with levels of authority and all staff have copies. They have some tools or processes that are more specific to programs but those are aligned mostly with the program terms.""
UPMB: ""Yes; Each project has an organogram linked to the institutional organogram. Program Mg at top, then advisors, then specialists, then officers, etc. PM reports to director of programs but also to executive director because he is the PI. They have annual work plans, budgets, M&E framework.""",UMMB,1,1,2,2_1_1,3,"Formal and documented program management structures, process or tools but not comprehensive"
Two,Program Planning,"Q1. The organization has specific and standardized program management structures, processes and tools that are documented","ROM: ""Have a project management manual, minimal quality standards for different areas for program and quality and they are documented.""
UCMB: ""As UEC, they have an organogram, and then project specific organograms with hierarchies. They have 8 manuals in total (procurement, fraud, HR, grants etc). Also have finance tools with levels of authority and all staff have copies. They have some tools or processes that are more specific to programs but those are aligned mostly with the program terms.""
UPMB: ""Yes; Each project has an organogram linked to the institutional organogram. Program Mg at top, then advisors, then specialists, then officers, etc. PM reports to director of programs but also to executive director because he is the PI. They have annual work plans, budgets, M&E framework.""",AIC,1,1,2,2_1_1,4,Documented and comprehensive 
Two,Program Planning,"Q2. Essential project award documents (i.e. contracts, project scope, approved work plans, budget) are available, up to date and accessible to relevant team members","ROM: ""All saved in finance and subgrant and each program director.""
UCMB: ""They have all the routine program documentation. They have shared folder (a google account) where these are saved. This is a growth area - ensuring that the teams below SMT may not be too familiar with them.""
AIC: ""They have shared folder and all staff have access.""",ROM,2,1,2,2_1_2,4,"All project documents are available and up to date, but not accessible to team"
Two,Program Planning,"Q2. Essential project award documents (i.e. contracts, project scope, approved work plans, budget) are available, up to date and accessible to relevant team members","ROM: ""All saved in finance and subgrant and each program director.""
UCMB: ""They have all the routine program documentation. They have shared folder (a google account) where these are saved. This is a growth area - ensuring that the teams below SMT may not be too familiar with them.""
AIC: ""They have shared folder and all staff have access.""",UCMB,2,1,2,2_1_2,4,"All project documents are available and up to date, but not accessible to team"
Two,Program Planning,"Q2. Essential project award documents (i.e. contracts, project scope, approved work plans, budget) are available, up to date and accessible to relevant team members","ROM: ""All saved in finance and subgrant and each program director.""
UCMB: ""They have all the routine program documentation. They have shared folder (a google account) where these are saved. This is a growth area - ensuring that the teams below SMT may not be too familiar with them.""
AIC: ""They have shared folder and all staff have access.""",UPMB,2,1,2,2_1_2,5,"All project documents are available, up to date, and accessible to team"
Two,Program Planning,"Q2. Essential project award documents (i.e. contracts, project scope, approved work plans, budget) are available, up to date and accessible to relevant team members","ROM: ""All saved in finance and subgrant and each program director.""
UCMB: ""They have all the routine program documentation. They have shared folder (a google account) where these are saved. This is a growth area - ensuring that the teams below SMT may not be too familiar with them.""
AIC: ""They have shared folder and all staff have access.""",UMMB,2,1,2,2_1_2,2,"Some project documents available, but not all are up to date or accessible to team"
Two,Program Planning,"Q2. Essential project award documents (i.e. contracts, project scope, approved work plans, budget) are available, up to date and accessible to relevant team members","ROM: ""All saved in finance and subgrant and each program director.""
UCMB: ""They have all the routine program documentation. They have shared folder (a google account) where these are saved. This is a growth area - ensuring that the teams below SMT may not be too familiar with them.""
AIC: ""They have shared folder and all staff have access.""",AIC,2,1,2,2_1_2,4,"All project documents are available and up to date, but not accessible to team"
Two,Program Planning,Q3. Annual work plans are collaboratively developed with inputs from key stakeholders and team members,"ROM: ""Subgrantees get ceilings and they plan on their own; Internally all team members contribute.""
UCMB: ""The M&E, technical and program teams provide inputs collaboratively. Sometimes they hold 1-2 day work plan retreats.""
AIC: ""Of the 5 assessed, they seem most closely worked and linked with MOH.""",ROM,3,1,2,2_1_3,3,Work plan developed with inputs from all relevant internal team members 
Two,Program Planning,Q3. Annual work plans are collaboratively developed with inputs from key stakeholders and team members,"ROM: ""Subgrantees get ceilings and they plan on their own; Internally all team members contribute.""
UCMB: ""The M&E, technical and program teams provide inputs collaboratively. Sometimes they hold 1-2 day work plan retreats.""
AIC: ""Of the 5 assessed, they seem most closely worked and linked with MOH.""",UCMB,3,1,2,2_1_3,5,Work plan developed with inputs from all relevant internal team members and all key stakeholder
Two,Program Planning,Q3. Annual work plans are collaboratively developed with inputs from key stakeholders and team members,"ROM: ""Subgrantees get ceilings and they plan on their own; Internally all team members contribute.""
UCMB: ""The M&E, technical and program teams provide inputs collaboratively. Sometimes they hold 1-2 day work plan retreats.""
AIC: ""Of the 5 assessed, they seem most closely worked and linked with MOH.""",UPMB,3,1,2,2_1_3,4,Work plan developed with inputs from all relevant internal team members and some key stakeholders
Two,Program Planning,Q3. Annual work plans are collaboratively developed with inputs from key stakeholders and team members,"ROM: ""Subgrantees get ceilings and they plan on their own; Internally all team members contribute.""
UCMB: ""The M&E, technical and program teams provide inputs collaboratively. Sometimes they hold 1-2 day work plan retreats.""
AIC: ""Of the 5 assessed, they seem most closely worked and linked with MOH.""",UMMB,3,1,2,2_1_3,3,Work plan developed with inputs from all relevant internal team members 
Two,Program Planning,Q3. Annual work plans are collaboratively developed with inputs from key stakeholders and team members,"ROM: ""Subgrantees get ceilings and they plan on their own; Internally all team members contribute.""
UCMB: ""The M&E, technical and program teams provide inputs collaboratively. Sometimes they hold 1-2 day work plan retreats.""
AIC: ""Of the 5 assessed, they seem most closely worked and linked with MOH.""",AIC,3,1,2,2_1_3,4,Work plan developed with inputs from all relevant internal team members and some key stakeholders
Two,Program Planning,"Q4. The work plan considers and aligns with the available budget (funding), time and required resources (HR, etc.) (Assessor should review the workplan and ensure alignment with budget/scope)","ROM: ""Yes, but, the budget cuts and slow approvals really hinder implementation. They are also planning to change some implementation and strategies to align with funding – this is a risk management issue.""
UPMB: ""Yes - they align with the donor technical budget earmarks.""
AIC: ""Yes - all activity is linked to components.""",ROM,4,1,2,2_1_4,5,"Work plan aligned with budget, time and resources"
Two,Program Planning,"Q4. The work plan considers and aligns with the available budget (funding), time and required resources (HR, etc.) (Assessor should review the workplan and ensure alignment with budget/scope)","ROM: ""Yes, but, the budget cuts and slow approvals really hinder implementation. They are also planning to change some implementation and strategies to align with funding – this is a risk management issue.""
UPMB: ""Yes - they align with the donor technical budget earmarks.""
AIC: ""Yes - all activity is linked to components.""",UCMB,4,1,2,2_1_4,5,"Work plan aligned with budget, time and resources"
Two,Program Planning,"Q4. The work plan considers and aligns with the available budget (funding), time and required resources (HR, etc.) (Assessor should review the workplan and ensure alignment with budget/scope)","ROM: ""Yes, but, the budget cuts and slow approvals really hinder implementation. They are also planning to change some implementation and strategies to align with funding – this is a risk management issue.""
UPMB: ""Yes - they align with the donor technical budget earmarks.""
AIC: ""Yes - all activity is linked to components.""",UPMB,4,1,2,2_1_4,5,"Work plan aligned with budget, time and resources"
Two,Program Planning,"Q4. The work plan considers and aligns with the available budget (funding), time and required resources (HR, etc.) (Assessor should review the workplan and ensure alignment with budget/scope)","ROM: ""Yes, but, the budget cuts and slow approvals really hinder implementation. They are also planning to change some implementation and strategies to align with funding – this is a risk management issue.""
UPMB: ""Yes - they align with the donor technical budget earmarks.""
AIC: ""Yes - all activity is linked to components.""",UMMB,4,1,2,2_1_4,2,"Work plan available but not aligned to budget, time and resources"
Two,Program Planning,"Q4. The work plan considers and aligns with the available budget (funding), time and required resources (HR, etc.) (Assessor should review the workplan and ensure alignment with budget/scope)","ROM: ""Yes, but, the budget cuts and slow approvals really hinder implementation. They are also planning to change some implementation and strategies to align with funding – this is a risk management issue.""
UPMB: ""Yes - they align with the donor technical budget earmarks.""
AIC: ""Yes - all activity is linked to components.""",AIC,4,1,2,2_1_4,5,"Work plan aligned with budget, time and resources"
Two,Program Planning,"Q5. Relevant program documents such as the ones below are all developed and disseminated to appropriate staff during start up
-    Theory of change/LF
-    Risk and Mitigation plan
-    Performance Monitoring Plan
-    Procurement Plan
-    IRB/ethical reviews
-    HR Plan
-    Communication Plan
-    Strategic Plan","ROM: ""They have department work plans and the SMT has the documents – all SMT has access to them.""
UPMB: ""NOA, Work plan, budget, reports, stakeholder minutes, Procurement policy plus a procurement plan approved annually, HR manual, HR plan tagged to strategic plan (currently developing a new strategic plan).""
AIC: ""They don’t yet have a risk register. They have a resource mobilization plan.""",ROM,5,1,2,2_1_5,4,Most program documents available and disseminated
Two,Program Planning,"Q5. Relevant program documents such as the ones below are all developed and disseminated to appropriate staff during start up
-    Theory of change/LF
-    Risk and Mitigation plan
-    Performance Monitoring Plan
-    Procurement Plan
-    IRB/ethical reviews
-    HR Plan
-    Communication Plan
-    Strategic Plan","ROM: ""They have department work plans and the SMT has the documents – all SMT has access to them.""
UPMB: ""NOA, Work plan, budget, reports, stakeholder minutes, Procurement policy plus a procurement plan approved annually, HR manual, HR plan tagged to strategic plan (currently developing a new strategic plan).""
AIC: ""They don’t yet have a risk register. They have a resource mobilization plan.""",UCMB,5,1,2,2_1_5,2,Some program documents available
Two,Program Planning,"Q5. Relevant program documents such as the ones below are all developed and disseminated to appropriate staff during start up
-    Theory of change/LF
-    Risk and Mitigation plan
-    Performance Monitoring Plan
-    Procurement Plan
-    IRB/ethical reviews
-    HR Plan
-    Communication Plan
-    Strategic Plan","ROM: ""They have department work plans and the SMT has the documents – all SMT has access to them.""
UPMB: ""NOA, Work plan, budget, reports, stakeholder minutes, Procurement policy plus a procurement plan approved annually, HR manual, HR plan tagged to strategic plan (currently developing a new strategic plan).""
AIC: ""They don’t yet have a risk register. They have a resource mobilization plan.""",UPMB,5,1,2,2_1_5,4,Most program documents available and disseminated
Two,Program Planning,"Q5. Relevant program documents such as the ones below are all developed and disseminated to appropriate staff during start up
-    Theory of change/LF
-    Risk and Mitigation plan
-    Performance Monitoring Plan
-    Procurement Plan
-    IRB/ethical reviews
-    HR Plan
-    Communication Plan
-    Strategic Plan","ROM: ""They have department work plans and the SMT has the documents – all SMT has access to them.""
UPMB: ""NOA, Work plan, budget, reports, stakeholder minutes, Procurement policy plus a procurement plan approved annually, HR manual, HR plan tagged to strategic plan (currently developing a new strategic plan).""
AIC: ""They don’t yet have a risk register. They have a resource mobilization plan.""",UMMB,5,1,2,2_1_5,2,Some program documents available
Two,Program Planning,"Q5. Relevant program documents such as the ones below are all developed and disseminated to appropriate staff during start up
-    Theory of change/LF
-    Risk and Mitigation plan
-    Performance Monitoring Plan
-    Procurement Plan
-    IRB/ethical reviews
-    HR Plan
-    Communication Plan
-    Strategic Plan","ROM: ""They have department work plans and the SMT has the documents – all SMT has access to them.""
UPMB: ""NOA, Work plan, budget, reports, stakeholder minutes, Procurement policy plus a procurement plan approved annually, HR manual, HR plan tagged to strategic plan (currently developing a new strategic plan).""
AIC: ""They don’t yet have a risk register. They have a resource mobilization plan.""",AIC,5,1,2,2_1_5,4,Most program documents available and disseminated
Two,Program Planning,"Q6. Prior to working on a project, relevant staff are oriented on the award document, project deliverables, terms and conditions, rules and regulations, reporting requirements etc.","ROM: ""Part of orientation package.""
UCMB: ""Yes. During onboarding, they get oriented to the project objectives, etc. Also, when SMT meets with CDC and gets guidance, they flow this back down to the team members. At the facility level sometimes they have partner forums to combine the teams and present the work plans etc.""
UPMB: ""At project start up, the have inception meetings and share the program objectives, scope etc. Also have annual stakeholder meetings to share how the program is performing, sometimes in each region if they have enough resources. They also invite faith leaders and community members. New staff are oriented to the policies and programs.""
AIC: ""Have an induction workshop when a new project is on board and they share all the reqs with the team.""",ROM,6,1,2,2_1_6,5,All staff updated on all aspects of award and deliverables
Two,Program Planning,"Q6. Prior to working on a project, relevant staff are oriented on the award document, project deliverables, terms and conditions, rules and regulations, reporting requirements etc.","ROM: ""Part of orientation package.""
UCMB: ""Yes. During onboarding, they get oriented to the project objectives, etc. Also, when SMT meets with CDC and gets guidance, they flow this back down to the team members. At the facility level sometimes they have partner forums to combine the teams and present the work plans etc.""
UPMB: ""At project start up, the have inception meetings and share the program objectives, scope etc. Also have annual stakeholder meetings to share how the program is performing, sometimes in each region if they have enough resources. They also invite faith leaders and community members. New staff are oriented to the policies and programs.""
AIC: ""Have an induction workshop when a new project is on board and they share all the reqs with the team.""",UCMB,6,1,2,2_1_6,5,All staff updated on all aspects of award and deliverables
Two,Program Planning,"Q6. Prior to working on a project, relevant staff are oriented on the award document, project deliverables, terms and conditions, rules and regulations, reporting requirements etc.","ROM: ""Part of orientation package.""
UCMB: ""Yes. During onboarding, they get oriented to the project objectives, etc. Also, when SMT meets with CDC and gets guidance, they flow this back down to the team members. At the facility level sometimes they have partner forums to combine the teams and present the work plans etc.""
UPMB: ""At project start up, the have inception meetings and share the program objectives, scope etc. Also have annual stakeholder meetings to share how the program is performing, sometimes in each region if they have enough resources. They also invite faith leaders and community members. New staff are oriented to the policies and programs.""
AIC: ""Have an induction workshop when a new project is on board and they share all the reqs with the team.""",UPMB,6,1,2,2_1_6,5,All staff updated on all aspects of award and deliverables
Two,Program Planning,"Q6. Prior to working on a project, relevant staff are oriented on the award document, project deliverables, terms and conditions, rules and regulations, reporting requirements etc.","ROM: ""Part of orientation package.""
UCMB: ""Yes. During onboarding, they get oriented to the project objectives, etc. Also, when SMT meets with CDC and gets guidance, they flow this back down to the team members. At the facility level sometimes they have partner forums to combine the teams and present the work plans etc.""
UPMB: ""At project start up, the have inception meetings and share the program objectives, scope etc. Also have annual stakeholder meetings to share how the program is performing, sometimes in each region if they have enough resources. They also invite faith leaders and community members. New staff are oriented to the policies and programs.""
AIC: ""Have an induction workshop when a new project is on board and they share all the reqs with the team.""",UMMB,6,1,2,2_1_6,3,Most staff updated on some aspects of award and deliverables
Two,Program Planning,"Q6. Prior to working on a project, relevant staff are oriented on the award document, project deliverables, terms and conditions, rules and regulations, reporting requirements etc.","ROM: ""Part of orientation package.""
UCMB: ""Yes. During onboarding, they get oriented to the project objectives, etc. Also, when SMT meets with CDC and gets guidance, they flow this back down to the team members. At the facility level sometimes they have partner forums to combine the teams and present the work plans etc.""
UPMB: ""At project start up, the have inception meetings and share the program objectives, scope etc. Also have annual stakeholder meetings to share how the program is performing, sometimes in each region if they have enough resources. They also invite faith leaders and community members. New staff are oriented to the policies and programs.""
AIC: ""Have an induction workshop when a new project is on board and they share all the reqs with the team.""",AIC,6,1,2,2_1_6,4,Most staff updated on most aspects of award and deliverables
Two,Program Implementation,"Q1. A clear program structure is in place to support implementation, including people responsible to complete and monitor all program deliverables","ROM: ""8 level organization structure: ED, Two Directors – Mike, Hilda, Management Team (HR, Medical Services, Research, Finance), Officers and supervisors, Mid assistants.""
UCMB: ""Have a multi disciplinary team - senior tech advisors by area of intervention, etc. They also have a subgrantee management support that is both at central and health facility level and includes both finance and technical.""
AIC: ""Have an organogram for each project.""",ROM,1,2,2,2_2_1,5,All program members in place with a structure and roles/responsibilities for deliverables
Two,Program Implementation,"Q1. A clear program structure is in place to support implementation, including people responsible to complete and monitor all program deliverables","ROM: ""8 level organization structure: ED, Two Directors – Mike, Hilda, Management Team (HR, Medical Services, Research, Finance), Officers and supervisors, Mid assistants.""
UCMB: ""Have a multi disciplinary team - senior tech advisors by area of intervention, etc. They also have a subgrantee management support that is both at central and health facility level and includes both finance and technical.""
AIC: ""Have an organogram for each project.""",UCMB,1,2,2,2_2_1,5,All program members in place with a structure and roles/responsibilities for deliverables
Two,Program Implementation,"Q1. A clear program structure is in place to support implementation, including people responsible to complete and monitor all program deliverables","ROM: ""8 level organization structure: ED, Two Directors – Mike, Hilda, Management Team (HR, Medical Services, Research, Finance), Officers and supervisors, Mid assistants.""
UCMB: ""Have a multi disciplinary team - senior tech advisors by area of intervention, etc. They also have a subgrantee management support that is both at central and health facility level and includes both finance and technical.""
AIC: ""Have an organogram for each project.""",UPMB,1,2,2,2_2_1,5,All program members in place with a structure and roles/responsibilities for deliverables
Two,Program Implementation,"Q1. A clear program structure is in place to support implementation, including people responsible to complete and monitor all program deliverables","ROM: ""8 level organization structure: ED, Two Directors – Mike, Hilda, Management Team (HR, Medical Services, Research, Finance), Officers and supervisors, Mid assistants.""
UCMB: ""Have a multi disciplinary team - senior tech advisors by area of intervention, etc. They also have a subgrantee management support that is both at central and health facility level and includes both finance and technical.""
AIC: ""Have an organogram for each project.""",UMMB,1,2,2,2_2_1,2,Some program members in place but no formal structure
Two,Program Implementation,"Q1. A clear program structure is in place to support implementation, including people responsible to complete and monitor all program deliverables","ROM: ""8 level organization structure: ED, Two Directors – Mike, Hilda, Management Team (HR, Medical Services, Research, Finance), Officers and supervisors, Mid assistants.""
UCMB: ""Have a multi disciplinary team - senior tech advisors by area of intervention, etc. They also have a subgrantee management support that is both at central and health facility level and includes both finance and technical.""
AIC: ""Have an organogram for each project.""",AIC,1,2,2,2_2_1,5,All program members in place with a structure and roles/responsibilities for deliverables
Two,Program Implementation,Q2. The organization ensures that all staff hired meet the job description (JD) requirements and qualifications for program management and delivery,,ROM,2,2,2,2_2_2,5,All staff meet  both JD requirements and qualifications
Two,Program Implementation,Q2. The organization ensures that all staff hired meet the job description (JD) requirements and qualifications for program management and delivery,,UCMB,2,2,2,2_2_2,5,All staff meet  both JD requirements and qualifications
Two,Program Implementation,Q2. The organization ensures that all staff hired meet the job description (JD) requirements and qualifications for program management and delivery,,UPMB,2,2,2,2_2_2,5,All staff meet  both JD requirements and qualifications
Two,Program Implementation,Q2. The organization ensures that all staff hired meet the job description (JD) requirements and qualifications for program management and delivery,,UMMB,2,2,2,2_2_2,3,Most staff meet JD requirements and/or qualifications
Two,Program Implementation,Q2. The organization ensures that all staff hired meet the job description (JD) requirements and qualifications for program management and delivery,,AIC,2,2,2,2_2_2,5,All staff meet  both JD requirements and qualifications
Two,Program Implementation,Q3. The organization ensures that there are adequate numbers of staff required to meet program management and delivery (staffing norms are aligned with scope),"ROM: ""Each project has its own organogram, plus the overall institutional organogram.""
UCMB: ""Limited by funding availability and sometime they need short-term manpower for surge support. They also use innovations such as roving teams to support smaller teams using a peer to peer level to ensure adequacy to meet the scope.""
AIC: ""Funding may not be adequate; sometimes bring on part time staff to meet surge needs.""",ROM,3,2,2,2_2_3,5,All required positions filled and aligned with staffing norms and scope
Two,Program Implementation,Q3. The organization ensures that there are adequate numbers of staff required to meet program management and delivery (staffing norms are aligned with scope),"ROM: ""Each project has its own organogram, plus the overall institutional organogram.""
UCMB: ""Limited by funding availability and sometime they need short-term manpower for surge support. They also use innovations such as roving teams to support smaller teams using a peer to peer level to ensure adequacy to meet the scope.""
AIC: ""Funding may not be adequate; sometimes bring on part time staff to meet surge needs.""",UCMB,3,2,2,2_2_3,3,Most required positions filled
